,States,Regions,latitude,longitude,Date,Energy Consumption
2021,Chandigarh,NR,30.71999697,76.78000565,2019-06-03,4.0
2022,Chhattisgarh,WR,22.09042035,82.15998734,2019-06-03,80.8
2023,Gujarat,WR,22.2587,71.1924,2019-06-03,324.0
2024,MP,WR,21.30039105,76.13001949,2019-06-03,264.8
2025,Maharashtra,WR,19.25023195,73.16017493,2019-06-03,443.4
2026,Goa,WR,15.491997,73.81800065,2019-06-03,10.6
2027,DNH,WR,20.26657819,73.0166178,2019-06-03,17.8
2028,Andhra Pradesh,SR,14.7504291,78.57002559,2019-06-03,188.6
2029,Telangana,SR,18.1124,79.0193,2019-06-03,210.8
2030,Karnataka,SR,12.57038129,76.91999711,2019-06-03,233.8
2031,Kerala,SR,8.900372741,76.56999263,2019-06-03,73.7
2032,Tamil Nadu,SR,12.92038576,79.15004187,2019-06-03,306.3
2033,Pondy,SR,11.93499371,79.83000037,2019-06-03,7.6
2034,Bihar,ER,25.78541445,87.4799727,2019-06-03,76.8
2035,Jharkhand,ER,23.80039349,86.41998572,2019-06-03,24.1
2036,Odisha,ER,19.82042971,85.90001746,2019-06-03,70.1
2037,West Bengal,ER,22.58039044,88.32994665,2019-06-03,119.8
2038,Sikkim,ER,27.3333303,88.6166475,2019-06-03,2.1
2039,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-06-03,2.2
2040,Assam,NER,26.7499809,94.21666744,2019-06-03,23.0
2041,Manipur,NER,24.79997072,93.95001705,2019-06-03,2.6
2042,Meghalaya,NER,25.57049217,91.8800142,2019-06-03,6.6
2043,Mizoram,NER,23.71039899,92.72001461,2019-06-03,1.7
2044,Nagaland,NER,25.6669979,94.11657019,2019-06-03,2.1
2045,Tripura,NER,23.83540428,91.27999914,2019-06-03,4.0
2046,Punjab,NR,31.51997398,75.98000281,2019-07-03,106.1
2047,Haryana,NR,28.45000633,77.01999101,2019-07-03,116.3
2048,Rajasthan,NR,26.44999921,74.63998124,2019-07-03,242.5
2049,Delhi,NR,28.6699929,77.23000403,2019-07-03,67.3
2050,UP,NR,27.59998069,78.05000565,2019-07-03,276.8
2051,Uttarakhand,NR,30.32040895,78.05000565,2019-07-03,36.3
2052,HP,NR,31.10002545,77.16659704,2019-07-03,27.7
2053,J&K,NR,33.45,76.24,2019-07-03,49.5
2054,Chandigarh,NR,30.71999697,76.78000565,2019-07-03,3.7
2055,Chhattisgarh,WR,22.09042035,82.15998734,2019-07-03,81.6
2056,Gujarat,WR,22.2587,71.1924,2019-07-03,316.4
2057,MP,WR,21.30039105,76.13001949,2019-07-03,265.1
2058,Maharashtra,WR,19.25023195,73.16017493,2019-07-03,435.6
2059,Goa,WR,15.491997,73.81800065,2019-07-03,9.1
2060,DNH,WR,20.26657819,73.0166178,2019-07-03,17.8
2061,Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-03,182.7
2062,Telangana,SR,18.1124,79.0193,2019-07-03,204.6
2063,Karnataka,SR,12.57038129,76.91999711,2019-07-03,217.7
2064,Kerala,SR,8.900372741,76.56999263,2019-07-03,67.0
2065,Tamil Nadu,SR,12.92038576,79.15004187,2019-07-03,282.7
2066,Pondy,SR,11.93499371,79.83000037,2019-07-03,6.7
2067,Bihar,ER,25.78541445,87.4799727,2019-07-03,78.0
2068,Jharkhand,ER,23.80039349,86.41998572,2019-07-03,24.7
2069,Odisha,ER,19.82042971,85.90001746,2019-07-03,75.1
2070,West Bengal,ER,22.58039044,88.32994665,2019-07-03,111.4
2071,Sikkim,ER,27.3333303,88.6166475,2019-07-03,1.9
2072,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-03,2.2
2073,Assam,NER,26.7499809,94.21666744,2019-07-03,21.6
2074,Manipur,NER,24.79997072,93.95001705,2019-07-03,2.6
2075,Meghalaya,NER,25.57049217,91.8800142,2019-07-03,6.7
2076,Mizoram,NER,23.71039899,92.72001461,2019-07-03,1.7
2077,Nagaland,NER,25.6669979,94.11657019,2019-07-03,2.2
2078,Tripura,NER,23.83540428,91.27999914,2019-07-03,3.6
2079,Punjab,NR,31.51997398,75.98000281,2019-08-03,245.8
2080,Haryana,NR,28.45000633,77.01999101,2019-08-03,186.0
2081,Rajasthan,NR,26.44999921,74.63998124,2019-08-03,229.7
2082,Delhi,NR,28.6699929,77.23000403,2019-08-03,111.7
2083,UP,NR,27.59998069,78.05000565,2019-08-03,362.8
2084,Uttarakhand,NR,30.32040895,78.05000565,2019-08-03,39.8
2085,HP,NR,31.10002545,77.16659704,2019-08-03,28.7
2086,J&K,NR,33.45,76.24,2019-08-03,35.2
2087,Chandigarh,NR,30.71999697,76.78000565,2019-08-03,5.4
2088,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-03,88.7
2089,Gujarat,WR,22.2587,71.1924,2019-08-03,319.9
2090,MP,WR,21.30039105,76.13001949,2019-08-03,166.9
2091,Maharashtra,WR,19.25023195,73.16017493,2019-08-03,423.5
2092,Goa,WR,15.491997,73.81800065,2019-08-03,10.2
2093,DNH,WR,20.26657819,73.0166178,2019-08-03,18.8
2094,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-03,175.5
2095,Telangana,SR,18.1124,79.0193,2019-08-03,218.1
2096,Karnataka,SR,12.57038129,76.91999711,2019-08-03,172.7
2097,Kerala,SR,8.900372741,76.56999263,2019-08-03,62.9
2098,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-03,284.8
2099,Pondy,SR,11.93499371,79.83000037,2019-08-03,7.7
2100,Bihar,ER,25.78541445,87.4799727,2019-08-03,109.4
2101,Jharkhand,ER,23.80039349,86.41998572,2019-08-03,23.9
2102,Odisha,ER,19.82042971,85.90001746,2019-08-03,87.6
2103,West Bengal,ER,22.58039044,88.32994665,2019-08-03,163.7
2104,Sikkim,ER,27.3333303,88.6166475,2019-08-03,0.8
2105,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-03,2.3
2106,Assam,NER,26.7499809,94.21666744,2019-08-03,36.8
2107,Manipur,NER,24.79997072,93.95001705,2019-08-03,2.6
2108,Meghalaya,NER,25.57049217,91.8800142,2019-08-03,5.5
2109,Mizoram,NER,23.71039899,92.72001461,2019-08-03,1.7
2110,Nagaland,NER,25.6669979,94.11657019,2019-08-03,2.3
2111,Tripura,NER,23.83540428,91.27999914,2019-08-03,5.1
2112,Punjab,NR,31.51997398,75.98000281,2019-09-03,256.7
2113,Haryana,NR,28.45000633,77.01999101,2019-09-03,204.4
2114,Rajasthan,NR,26.44999921,74.63998124,2019-09-03,232.4
2115,Delhi,NR,28.6699929,77.23000403,2019-09-03,121.6
2116,UP,NR,27.59998069,78.05000565,2019-09-03,405.5
2117,Uttarakhand,NR,30.32040895,78.05000565,2019-09-03,43.6
2118,HP,NR,31.10002545,77.16659704,2019-09-03,29.4
2119,J&K,NR,33.45,76.24,2019-09-03,40.8
2120,Chandigarh,NR,30.71999697,76.78000565,2019-09-03,6.1
2121,Chhattisgarh,WR,22.09042035,82.15998734,2019-09-03,87.7
2122,Gujarat,WR,22.2587,71.1924,2019-09-03,313.0
2123,MP,WR,21.30039105,76.13001949,2019-09-03,169.2
2124,Maharashtra,WR,19.25023195,73.16017493,2019-09-03,429.0
2125,Goa,WR,15.491997,73.81800065,2019-09-03,10.2
2126,DNH,WR,20.26657819,73.0166178,2019-09-03,18.8
2127,Andhra Pradesh,SR,14.7504291,78.57002559,2019-09-03,184.6
2128,Telangana,SR,18.1124,79.0193,2019-09-03,225.4
2129,Karnataka,SR,12.57038129,76.91999711,2019-09-03,182.3
2130,Kerala,SR,8.900372741,76.56999263,2019-09-03,63.4
2131,Tamil Nadu,SR,12.92038576,79.15004187,2019-09-03,302.4
2132,Pondy,SR,11.93499371,79.83000037,2019-09-03,8.2
2133,Bihar,ER,25.78541445,87.4799727,2019-09-03,111.8
2134,Jharkhand,ER,23.80039349,86.41998572,2019-09-03,24.8
2135,Odisha,ER,19.82042971,85.90001746,2019-09-03,88.5
2136,West Bengal,ER,22.58039044,88.32994665,2019-09-03,167.1
2137,Sikkim,ER,27.3333303,88.6166475,2019-09-03,0.9
2138,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-09-03,2.3
2139,Assam,NER,26.7499809,94.21666744,2019-09-03,37.0
2140,Manipur,NER,24.79997072,93.95001705,2019-09-03,2.6
2141,Meghalaya,NER,25.57049217,91.8800142,2019-09-03,5.2
2142,Mizoram,NER,23.71039899,92.72001461,2019-09-03,1.7
2143,Nagaland,NER,25.6669979,94.11657019,2019-09-03,2.3
2144,Tripura,NER,23.83540428,91.27999914,2019-09-03,5.6
2145,Punjab,NR,31.51997398,75.98000281,2019-10-03,265.3
2146,Haryana,NR,28.45000633,77.01999101,2019-10-03,217.0
2147,Rajasthan,NR,26.44999921,74.63998124,2019-10-03,221.0
2148,Delhi,NR,28.6699929,77.23000403,2019-10-03,128.0
2149,UP,NR,27.59998069,78.05000565,2019-10-03,429.1
2150,Uttarakhand,NR,30.32040895,78.05000565,2019-10-03,45.7
2151,HP,NR,31.10002545,77.16659704,2019-10-03,30.0
2152,J&K,NR,33.45,76.24,2019-10-03,41.6
2153,Chandigarh,NR,30.71999697,76.78000565,2019-10-03,6.5
2154,Chhattisgarh,WR,22.09042035,82.15998734,2019-10-03,93.2
2155,Gujarat,WR,22.2587,71.1924,2019-10-03,302.4
2156,MP,WR,21.30039105,76.13001949,2019-10-03,175.4
2157,Maharashtra,WR,19.25023195,73.16017493,2019-10-03,439.3
2158,Goa,WR,15.491997,73.81800065,2019-10-03,11.1
2159,DNH,WR,20.26657819,73.0166178,2019-10-03,18.8
2160,Andhra Pradesh,SR,14.7504291,78.57002559,2019-10-03,187.2
2161,Telangana,SR,18.1124,79.0193,2019-10-03,235.2
2162,Karnataka,SR,12.57038129,76.91999711,2019-10-03,186.2
2163,Kerala,SR,8.900372741,76.56999263,2019-10-03,61.7
2164,Tamil Nadu,SR,12.92038576,79.15004187,2019-10-03,312.0
2165,Pondy,SR,11.93499371,79.83000037,2019-10-03,8.4
2166,Bihar,ER,25.78541445,87.4799727,2019-10-03,115.4
2167,Jharkhand,ER,23.80039349,86.41998572,2019-10-03,25.3
2168,Odisha,ER,19.82042971,85.90001746,2019-10-03,84.8
2169,West Bengal,ER,22.58039044,88.32994665,2019-10-03,170.3
2170,Sikkim,ER,27.3333303,88.6166475,2019-10-03,0.9
2171,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-03,2.2
2172,Assam,NER,26.7499809,94.21666744,2019-10-03,33.8
2173,Manipur,NER,24.79997072,93.95001705,2019-10-03,2.4
2174,Meghalaya,NER,25.57049217,91.8800142,2019-10-03,5.7
2175,Mizoram,NER,23.71039899,92.72001461,2019-10-03,1.6
2176,Nagaland,NER,25.6669979,94.11657019,2019-10-03,2.4
2177,Tripura,NER,23.83540428,91.27999914,2019-10-03,5.3
2178,Punjab,NR,31.51997398,75.98000281,2019-11-03,266.5
2179,Haryana,NR,28.45000633,77.01999101,2019-11-03,214.8
2180,Rajasthan,NR,26.44999921,74.63998124,2019-11-03,217.3
2181,Delhi,NR,28.6699929,77.23000403,2019-11-03,132.7
2182,UP,NR,27.59998069,78.05000565,2019-11-03,430.6
2183,Uttarakhand,NR,30.32040895,78.05000565,2019-11-03,44.2
2184,HP,NR,31.10002545,77.16659704,2019-11-03,30.7
2185,J&K,NR,33.45,76.24,2019-11-03,42.1
2186,Chandigarh,NR,30.71999697,76.78000565,2019-11-03,6.0
2187,Chhattisgarh,WR,22.09042035,82.15998734,2019-11-03,96.3
2188,Gujarat,WR,22.2587,71.1924,2019-11-03,305.7
2189,MP,WR,21.30039105,76.13001949,2019-11-03,182.6
2190,Maharashtra,WR,19.25023195,73.16017493,2019-11-03,449.4
2191,Goa,WR,15.491997,73.81800065,2019-11-03,11.3
2192,DNH,WR,20.26657819,73.0166178,2019-11-03,19.1
2193,Andhra Pradesh,SR,14.7504291,78.57002559,2019-11-03,194.8
2194,Telangana,SR,18.1124,79.0193,2019-11-03,241.7
2195,Karnataka,SR,12.57038129,76.91999711,2019-11-03,191.8
2196,Kerala,SR,8.900372741,76.56999263,2019-11-03,65.6
2197,Tamil Nadu,SR,12.92038576,79.15004187,2019-11-03,310.8
2198,Pondy,SR,11.93499371,79.83000037,2019-11-03,8.6
2199,Bihar,ER,25.78541445,87.4799727,2019-11-03,117.8
2200,Jharkhand,ER,23.80039349,86.41998572,2019-11-03,24.9
2201,Odisha,ER,19.82042971,85.90001746,2019-11-03,89.2
2202,West Bengal,ER,22.58039044,88.32994665,2019-11-03,173.5
2203,Sikkim,ER,27.3333303,88.6166475,2019-11-03,1.0
2204,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-03,2.2
2205,Assam,NER,26.7499809,94.21666744,2019-11-03,37.2
2206,Manipur,NER,24.79997072,93.95001705,2019-11-03,2.5
2207,Meghalaya,NER,25.57049217,91.8800142,2019-11-03,5.6
2208,Mizoram,NER,23.71039899,92.72001461,2019-11-03,1.8
2209,Nagaland,NER,25.6669979,94.11657019,2019-11-03,2.4
2210,Tripura,NER,23.83540428,91.27999914,2019-11-03,5.4
2211,Punjab,NR,31.51997398,75.98000281,2019-12-03,257.9
2212,Haryana,NR,28.45000633,77.01999101,2019-12-03,214.0
2213,Rajasthan,NR,26.44999921,74.63998124,2019-12-03,212.7
2214,Delhi,NR,28.6699929,77.23000403,2019-12-03,132.6
2215,UP,NR,27.59998069,78.05000565,2019-12-03,431.3
2216,Uttarakhand,NR,30.32040895,78.05000565,2019-12-03,44.3
2217,HP,NR,31.10002545,77.16659704,2019-12-03,29.8
2218,J&K,NR,33.45,76.24,2019-12-03,39.7
2219,Chandigarh,NR,30.71999697,76.78000565,2019-12-03,6.1
2220,Chhattisgarh,WR,22.09042035,82.15998734,2019-12-03,96.4
2221,Gujarat,WR,22.2587,71.1924,2019-12-03,316.9
2222,MP,WR,21.30039105,76.13001949,2019-12-03,185.6
2223,Maharashtra,WR,19.25023195,73.16017493,2019-12-03,431.4
2224,Goa,WR,15.491997,73.81800065,2019-12-03,11.4
2225,DNH,WR,20.26657819,73.0166178,2019-12-03,19.0
2226,Andhra Pradesh,SR,14.7504291,78.57002559,2019-12-03,190.4
2227,Telangana,SR,18.1124,79.0193,2019-12-03,239.4
2228,Karnataka,SR,12.57038129,76.91999711,2019-12-03,192.7
2229,Kerala,SR,8.900372741,76.56999263,2019-12-03,65.6
2230,Tamil Nadu,SR,12.92038576,79.15004187,2019-12-03,307.0
2231,Pondy,SR,11.93499371,79.83000037,2019-12-03,8.5
2232,Bihar,ER,25.78541445,87.4799727,2019-12-03,117.6
2233,Jharkhand,ER,23.80039349,86.41998572,2019-12-03,27.8
2234,Odisha,ER,19.82042971,85.90001746,2019-12-03,94.8
2235,West Bengal,ER,22.58039044,88.32994665,2019-12-03,178.5
2236,Sikkim,ER,27.3333303,88.6166475,2019-12-03,1.0
2237,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-03,2.3
2238,Assam,NER,26.7499809,94.21666744,2019-12-03,36.4
2239,Manipur,NER,24.79997072,93.95001705,2019-12-03,2.7
2240,Meghalaya,NER,25.57049217,91.8800142,2019-12-03,5.3
2241,Mizoram,NER,23.71039899,92.72001461,2019-12-03,1.8
2242,Nagaland,NER,25.6669979,94.11657019,2019-12-03,2.2
2243,Tripura,NER,23.83540428,91.27999914,2019-12-03,6.0
2244,Punjab,NR,31.51997398,75.98000281,2019-03-13,260.3
2245,Haryana,NR,28.45000633,77.01999101,2019-03-13,218.3
2246,Rajasthan,NR,26.44999921,74.63998124,2019-03-13,214.6
2247,Delhi,NR,28.6699929,77.23000403,2019-03-13,129.7
2248,UP,NR,27.59998069,78.05000565,2019-03-13,439.7
2249,Uttarakhand,NR,30.32040895,78.05000565,2019-03-13,43.4
2250,HP,NR,31.10002545,77.16659704,2019-03-13,31.5
2251,J&K,NR,33.45,76.24,2019-03-13,41.7
2252,Chandigarh,NR,30.71999697,76.78000565,2019-03-13,6.2
2253,Chhattisgarh,WR,22.09042035,82.15998734,2019-03-13,97.0
2254,Gujarat,WR,22.2587,71.1924,2019-03-13,323.9
2255,MP,WR,21.30039105,76.13001949,2019-03-13,186.8
2256,Maharashtra,WR,19.25023195,73.16017493,2019-03-13,402.8
2257,Goa,WR,15.491997,73.81800065,2019-03-13,11.4
2258,DNH,WR,20.26657819,73.0166178,2019-03-13,18.4
2259,Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-13,182.7
2260,Telangana,SR,18.1124,79.0193,2019-03-13,205.2
2261,Karnataka,SR,12.57038129,76.91999711,2019-03-13,184.8
2262,Kerala,SR,8.900372741,76.56999263,2019-03-13,66.1
2263,Tamil Nadu,SR,12.92038576,79.15004187,2019-03-13,303.6
2264,Pondy,SR,11.93499371,79.83000037,2019-03-13,8.4
2265,Bihar,ER,25.78541445,87.4799727,2019-03-13,117.6
2266,Jharkhand,ER,23.80039349,86.41998572,2019-03-13,27.0
2267,Odisha,ER,19.82042971,85.90001746,2019-03-13,95.7
2268,West Bengal,ER,22.58039044,88.32994665,2019-03-13,177.2
2269,Sikkim,ER,27.3333303,88.6166475,2019-03-13,0.9
2270,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-13,2.4
2271,Assam,NER,26.7499809,94.21666744,2019-03-13,34.9
2272,Manipur,NER,24.79997072,93.95001705,2019-03-13,2.5
2273,Meghalaya,NER,25.57049217,91.8800142,2019-03-13,5.4
2274,Mizoram,NER,23.71039899,92.72001461,2019-03-13,1.8
2275,Nagaland,NER,25.6669979,94.11657019,2019-03-13,2.1
2276,Tripura,NER,23.83540428,91.27999914,2019-03-13,4.7
2277,Punjab,NR,31.51997398,75.98000281,2019-03-14,233.4
2278,Haryana,NR,28.45000633,77.01999101,2019-03-14,194.6
2279,Rajasthan,NR,26.44999921,74.63998124,2019-03-14,203.9
2280,Delhi,NR,28.6699929,77.23000403,2019-03-14,113.9
2281,UP,NR,27.59998069,78.05000565,2019-03-14,409.2
2282,Uttarakhand,NR,30.32040895,78.05000565,2019-03-14,34.9
2283,HP,NR,31.10002545,77.16659704,2019-03-14,27.7
2284,J&K,NR,33.45,76.24,2019-03-14,37.9
2285,Chandigarh,NR,30.71999697,76.78000565,2019-03-14,5.3
2286,Chhattisgarh,WR,22.09042035,82.15998734,2019-03-14,95.7
2287,Gujarat,WR,22.2587,71.1924,2019-03-14,300.1
2288,MP,WR,21.30039105,76.13001949,2019-03-14,184.0
2289,Maharashtra,WR,19.25023195,73.16017493,2019-03-14,374.7
2290,Goa,WR,15.491997,73.81800065,2019-03-14,9.7
2291,DNH,WR,20.26657819,73.0166178,2019-03-14,17.9
2292,Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-14,167.9
2293,Telangana,SR,18.1124,79.0193,2019-03-14,170.6
2294,Karnataka,SR,12.57038129,76.91999711,2019-03-14,172.1
2295,Kerala,SR,8.900372741,76.56999263,2019-03-14,60.2
2296,Tamil Nadu,SR,12.92038576,79.15004187,2019-03-14,278.7
2297,Pondy,SR,11.93499371,79.83000037,2019-03-14,7.4
2298,Bihar,ER,25.78541445,87.4799727,2019-03-14,117.9
2299,Jharkhand,ER,23.80039349,86.41998572,2019-03-14,25.9
2300,Odisha,ER,19.82042971,85.90001746,2019-03-14,96.9
2301,West Bengal,ER,22.58039044,88.32994665,2019-03-14,165.2
2302,Sikkim,ER,27.3333303,88.6166475,2019-03-14,0.6
2303,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-14,2.1
2304,Assam,NER,26.7499809,94.21666744,2019-03-14,35.2
2305,Manipur,NER,24.79997072,93.95001705,2019-03-14,2.4
2306,Meghalaya,NER,25.57049217,91.8800142,2019-03-14,5.2
2307,Mizoram,NER,23.71039899,92.72001461,2019-03-14,1.7
2308,Nagaland,NER,25.6669979,94.11657019,2019-03-14,2.1
2309,Tripura,NER,23.83540428,91.27999914,2019-03-14,4.7
2310,Punjab,NR,31.51997398,75.98000281,2019-03-15,87.5
2311,Haryana,NR,28.45000633,77.01999101,2019-03-15,87.9
2312,Rajasthan,NR,26.44999921,74.63998124,2019-03-15,164.0
2313,Delhi,NR,28.6699929,77.23000403,2019-03-15,57.8
2314,UP,NR,27.59998069,78.05000565,2019-03-15,235.1
2315,Uttarakhand,NR,30.32040895,78.05000565,2019-03-15,19.2
2316,HP,NR,31.10002545,77.16659704,2019-03-15,13.6
2317,J&K,NR,33.45,76.24,2019-03-15,41.8
2318,Chandigarh,NR,30.71999697,76.78000565,2019-03-15,2.7
2319,Chhattisgarh,WR,22.09042035,82.15998734,2019-03-15,67.7
2320,Gujarat,WR,22.2587,71.1924,2019-03-15,277.2
2321,MP,WR,21.30039105,76.13001949,2019-03-15,175.7
2322,Maharashtra,WR,19.25023195,73.16017493,2019-03-15,404.6
2323,Goa,WR,15.491997,73.81800065,2019-03-15,8.7
2324,DNH,WR,20.26657819,73.0166178,2019-03-15,4.0
2325,Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-15,148.6
2326,Telangana,SR,18.1124,79.0193,2019-03-15,140.0
2327,Karnataka,SR,12.57038129,76.91999711,2019-03-15,196.3
2328,Kerala,SR,8.900372741,76.56999263,2019-03-15,63.9
2329,Tamil Nadu,SR,12.92038576,79.15004187,2019-03-15,228.7
2330,Pondy,SR,11.93499371,79.83000037,2019-03-15,4.5
2331,Bihar,ER,25.78541445,87.4799727,2019-03-15,67.3
2332,Jharkhand,ER,23.80039349,86.41998572,2019-03-15,20.4
2333,Odisha,ER,19.82042971,85.90001746,2019-03-15,59.5
2334,West Bengal,ER,22.58039044,88.32994665,2019-03-15,98.4
2335,Sikkim,ER,27.3333303,88.6166475,2019-03-15,1.1
2336,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-15,1.4
2337,Assam,NER,26.7499809,94.21666744,2019-03-15,19.1
2338,Manipur,NER,24.79997072,93.95001705,2019-03-15,1.9
2339,Meghalaya,NER,25.57049217,91.8800142,2019-03-15,4.3
2340,Mizoram,NER,23.71039899,92.72001461,2019-03-15,1.5
2341,Nagaland,NER,25.6669979,94.11657019,2019-03-15,2.0
2342,Tripura,NER,23.83540428,91.27999914,2019-03-15,2.8
2343,Punjab,NR,31.51997398,75.98000281,2019-03-16,81.5
2344,Haryana,NR,28.45000633,77.01999101,2019-03-16,86.6
2345,Rajasthan,NR,26.44999921,74.63998124,2019-03-16,165.4
2346,Delhi,NR,28.6699929,77.23000403,2019-03-16,51.2
2347,UP,NR,27.59998069,78.05000565,2019-03-16,222.1
2348,Uttarakhand,NR,30.32040895,78.05000565,2019-03-16,20.1
2349,HP,NR,31.10002545,77.16659704,2019-03-16,14.0
2350,J&K,NR,33.45,76.24,2019-03-16,40.8
2351,Chandigarh,NR,30.71999697,76.78000565,2019-03-16,2.6
2352,Chhattisgarh,WR,22.09042035,82.15998734,2019-03-16,64.1
2353,Gujarat,WR,22.2587,71.1924,2019-03-16,286.2
2354,MP,WR,21.30039105,76.13001949,2019-03-16,168.3
2355,Maharashtra,WR,19.25023195,73.16017493,2019-03-16,405.7
2356,Goa,WR,15.491997,73.81800065,2019-03-16,9.7
2357,DNH,WR,20.26657819,73.0166178,2019-03-16,4.7
2358,Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-16,150.9
2359,Telangana,SR,18.1124,79.0193,2019-03-16,137.0
2360,Karnataka,SR,12.57038129,76.91999711,2019-03-16,201.7
2361,Kerala,SR,8.900372741,76.56999263,2019-03-16,66.2
2362,Tamil Nadu,SR,12.92038576,79.15004187,2019-03-16,230.9
2363,Pondy,SR,11.93499371,79.83000037,2019-03-16,5.2
2364,Bihar,ER,25.78541445,87.4799727,2019-03-16,71.9
2365,Jharkhand,ER,23.80039349,86.41998572,2019-03-16,20.4
2366,Odisha,ER,19.82042971,85.90001746,2019-03-16,63.0
2367,West Bengal,ER,22.58039044,88.32994665,2019-03-16,97.7
2368,Sikkim,ER,27.3333303,88.6166475,2019-03-16,1.4
2369,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-16,2.0
2370,Assam,NER,26.7499809,94.21666744,2019-03-16,19.6
2371,Manipur,NER,24.79997072,93.95001705,2019-03-16,2.3
2372,Meghalaya,NER,25.57049217,91.8800142,2019-03-16,4.1
2373,Mizoram,NER,23.71039899,92.72001461,2019-03-16,1.6
2374,Nagaland,NER,25.6669979,94.11657019,2019-03-16,2.0
2375,Tripura,NER,23.83540428,91.27999914,2019-03-16,3.4
2376,Punjab,NR,31.51997398,75.98000281,2019-03-17,89.6
2377,Haryana,NR,28.45000633,77.01999101,2019-03-17,93.4
2378,Rajasthan,NR,26.44999921,74.63998124,2019-03-17,180.1
2379,Delhi,NR,28.6699929,77.23000403,2019-03-17,58.4
2380,UP,NR,27.59998069,78.05000565,2019-03-17,249.0
2381,Uttarakhand,NR,30.32040895,78.05000565,2019-03-17,21.6
2382,HP,NR,31.10002545,77.16659704,2019-03-17,14.7
2383,J&K,NR,33.45,76.24,2019-03-17,41.5
2384,Chandigarh,NR,30.71999697,76.78000565,2019-03-17,2.6
2385,Chhattisgarh,WR,22.09042035,82.15998734,2019-03-17,67.5
2386,Gujarat,WR,22.2587,71.1924,2019-03-17,291.0
2387,MP,WR,21.30039105,76.13001949,2019-03-17,182.2
2388,Maharashtra,WR,19.25023195,73.16017493,2019-03-17,408.1
2389,Goa,WR,15.491997,73.81800065,2019-03-17,9.3
2390,DNH,WR,20.26657819,73.0166178,2019-03-17,5.1
2391,Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-17,155.8
2392,Telangana,SR,18.1124,79.0193,2019-03-17,131.8
2393,Karnataka,SR,12.57038129,76.91999711,2019-03-17,206.8
2394,Kerala,SR,8.900372741,76.56999263,2019-03-17,68.5
2395,Tamil Nadu,SR,12.92038576,79.15004187,2019-03-17,236.3
2396,Pondy,SR,11.93499371,79.83000037,2019-03-17,5.4
2397,Bihar,ER,25.78541445,87.4799727,2019-03-17,67.1
2398,Jharkhand,ER,23.80039349,86.41998572,2019-03-17,20.3
2399,Odisha,ER,19.82042971,85.90001746,2019-03-17,66.1
2400,West Bengal,ER,22.58039044,88.32994665,2019-03-17,91.6
2401,Sikkim,ER,27.3333303,88.6166475,2019-03-17,1.3
2402,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-03-17,1.5
2403,Assam,NER,26.7499809,94.21666744,2019-03-17,19.9
2404,Manipur,NER,24.79997072,93.95001705,2019-03-17,2.1
2405,Meghalaya,NER,25.57049217,91.8800142,2019-03-17,4.2
2406,Mizoram,NER,23.71039899,92.72001461,2019-03-17,1.4
2407,Nagaland,NER,25.6669979,94.11657019,2019-03-17,2.1
2408,Tripura,NER,23.83540428,91.27999914,2019-03-17,3.4
2409,Punjab,NR,31.51997398,75.98000281,2019-03-18,96.5
2410,Haryana,NR,28.45000633,77.01999101,2019-03-18,102.4
2411,Rajasthan,NR,26.44999921,74.63998124,2019-03-18,188.8
2412,Delhi,NR,28.6699929,77.23000403,2019-03-18,63.0
2413,UP,NR,27.59998069,78.05000565,2019-03-18,276.4
2414,Uttarakhand,NR,30.32040895,78.05000565,2019-03-18,22.6
2415,HP,NR,31.10002545,77.16659704,2019-03-18,15.6
2416,J&K,NR,33.45,76.24,2019-03-18,41.8
2417,Chandigarh,NR,30.71999697,76.78000565,2019-03-18,2.8
2418,Chhattisgarh,WR,22.09042035,82.15998734,2019-03-18,68.2
2419,Gujarat,WR,22.2587,71.1924,2019-03-18,294.3
2420,MP,WR,21.30039105,76.13001949,2019-03-18,186.1
2421,Maharashtra,WR,19.25023195,73.16017493,2019-03-18,408.8
2422,Goa,WR,15.491997,73.81800065,2019-03-18,10.0
2423,DNH,WR,20.26657819,73.0166178,2019-03-18,5.4
2424,Andhra Pradesh,SR,14.7504291,78.57002559,2019-03-18,142.2
